respondent_id,age_group,region,city_tier,occupation,monthly_hh_income,education,marital_status,purchase_frequency,last_purchase_recency,monthly_spend_inr,avg_items_per_order,preferred_channel,purchase_occasion,has_returned_product,gifting_behaviour,products_interested,preferred_fabric,preferred_colors,preferred_prints,price_range_apparel,price_range_bedding,clothing_size,style_identity,brand_loyalty,madein_india_importance,discovery_channel,discount_preference,referral_propensity,current_satisfaction,main_pain_point,zaria_interest_label
ZF0068,25-34,North,Rural,Salaried_Govt,<15k,Below10th,Married,Weekly,6-12mo,1160,6+,WhatsApp_Seller,Wedding|Diwali,NeverReturned,Occasionally,Saree,Cotton,Red,TieDye|Solid|Embroidery,1000-1999,<800,L,OccasionDriven,ExperimentsFreely,10,WhatsApp,FestivalSale,6,1,LessTraditional,1
ZF0069,25-34,West,Tier3,Homemaker,<15k,Below10th,Married,Weekly,1-3mo,2083,1,Meesho|WhatsApp_Seller|Myntra,Wedding|Eid|Birthday,OnceOrTwice,Occasionally,Kurti|NightSuit|SalwarSuit|BeddingSet,Rayon,Green|Red|Blue,Checks|Floral,<500,800-1499,L,HomeFirst,StickTo1-2,9,PhysicalStore,LoyaltyPoints,4,2,LimitedDesign,1
ZF0070,25-34,East,Tier2,Student,<15k,Graduate,Single,Monthly,1-3mo,1598,2-3,Instagram_Seller,Birthday,MultipleReturns,Rarely,NightSuit|CoordSet|IndoWestern,Georgette,Blue,Floral,1000-1999,1500-2999,XS,OccasionDriven,NoBrandPreference,4,Instagram,Buy2Get1,6,6,HighPrice,1
ZF0071,45-55,Central,Tier2,Homemaker,15k-30k,Below10th,Married,Monthly,<1mo,2021,2-3,Meesho|LocalStore,Diwali|Wedding,NeverReturned,Rarely,CoordSet|BeddingSet,Cotton|CottonBlend,Blue,Floral|Checks,<500,<800,L,OccasionDriven,SwitchByPrice,8,WordOfMouth|WhatsApp,Buy2Get1,7,2,FabricQuality,1
ZF0072,18-24,NorthEast,Metro,Student,30k-60k,Graduate,Married,Bimonthly,3-6mo,776,1,Amazon,Diwali,NeverReturned,Rarely,IndoWestern|NightSuit|Kurti,Cotton,Black|White,Floral|Checks|BlockPrint,500-999,<800,M,EthnicComfort,ExperimentsFreely,4,YouTube|PhysicalStore|Instagram,Buy2Get1,5,6,HighPrice,1
ZF0073,Under18,West,Metro,Student,30k-60k,12th,Single,Weekly,<1mo,1858,6+,Myntra,Holi|Diwali,NeverReturned,Occasionally,IndoWestern|CoordSet,Linen|CottonBlend,Black|Printed|Pink,DigitalPrint|Geometric|Solid,<500,1500-2999,M,EthnicComfort,NoBrandPreference,2,Instagram|YouTube|PhysicalStore,FlatDiscount,5,4,SlowDelivery,2
ZF0074,35-44,North,Metro,Salaried_Pvt,30k-60k,PostGrad,Single,Weekly,<1mo,3413,4-5,D2C_Brand|Amazon|Myntra,NewYear,MultipleReturns,Rarely,SalwarSuit|Kurti|CoordSet|IndoWestern,Cotton,Black,Floral|Geometric,1000-1999,<800,L,OccasionDriven,ExperimentsFreely,9,Instagram|MeeshoApp,FestivalSale,4,5,DifficultReturn,2
ZF0075,45-55,Central,Rural,Homemaker,<15k,Below10th,Married_with_kids,Monthly,1-3mo,1438,2-3,WhatsApp_Seller|Amazon|Myntra,Wedding|NoOccasion|Birthday,NeverReturned,Frequently,SalwarSuit|BeddingSet|Kurti|IndoWestern,Cotton|CottonBlend,Orange|Red,Floral|TieDye,2000-3999,800-1499,L,HomeFirst,NoBrandPreference,8,MeeshoApp|WordOfMouth,Buy2Get1,7,4,LimitedDesign,2
ZF0076,25-34,North,Rural,Business,60k-1L,12th,Single,Quarterly,3-6mo,3299,4-5,D2C_Brand|Myntra,Birthday|NoOccasion|Holi,NeverReturned,SelfOnly,BeddingSet|Kurti|CoordSet|SalwarSuit|IndoWestern,Cotton,Blue|Pink|White,Solid|Embroidery|Geometric,2000-3999,800-1499,S,OccasionDriven,SwitchByPrice,7,WordOfMouth|MeeshoApp,LoyaltyPoints,3,7,FabricQuality,1
ZF0077,35-44,West,Tier2,Salaried_Pvt,30k-60k,PostGrad,Married_with_kids,Monthly,<1mo,8461,1,Amazon|D2C_Brand,Diwali|NewYear,MultipleReturns,Occasionally,SalwarSuit|BeddingSet|Kurti,Linen,Beige,Embroidery|Solid,2000-3999,1500-2999,XXL,TraditionallyRooted,StickTo1-2,8,TV_Newspaper,FestivalSale,8,8,HighPrice,1
ZF0078,25-34,West,Metro,Freelancer,30k-60k,Graduate,Married,Quarterly,1-3mo,3748,4-5,Myntra|MallStore,Birthday|NoOccasion|Wedding,MultipleReturns,Occasionally,IndoWestern|SalwarSuit|Kurti|BeddingSet,Rayon|Linen,Red|Green|Beige,Geometric|Embroidery,500-999,3000-5000,XXL,EthnicComfort,ExperimentsFreely,8,TV_Newspaper|Instagram|MeeshoApp,LoyaltyPoints,5,4,HighPrice,2
ZF0079,18-24,South,Metro,Salaried_Pvt,15k-30k,12th,Married,Weekly,1-3mo,836,1,D2C_Brand|Amazon|Myntra,Birthday|Diwali,OnceOrTwice,Occasionally,Kurti|SalwarSuit|CoordSet|IndoWestern,Georgette|Cotton,Black|Blue,Embroidery,2000-3999,<800,XXL,FusionForward,ExperimentsFreely,4,Instagram|PhysicalStore|YouTube,Buy2Get1,6,5,HighPrice,0
ZF0080,25-34,East,Rural,Business,15k-30k,Graduate,Married_with_kids,Quarterly,>1yr,377,2-3,LocalStore|WhatsApp_Seller,Diwali|Birthday,NeverReturned,Frequently,Saree|CoordSet,Silk,Red|Yellow,Floral|Checks,500-999,800-1499,L,EthnicComfort,ExperimentsFreely,8,WhatsApp,FlatDiscount,7,5,LessTraditional,1
ZF0081,35-44,Central,Tier2,Homemaker,15k-30k,Graduate,Married_with_kids,Quarterly,3-6mo,1435,2-3,WhatsApp_Seller|Myntra,Birthday|Wedding|Diwali,MultipleReturns,Rarely,SalwarSuit|Saree,Rayon|CottonBlend,Beige|Red|Printed,TieDye|Checks|Floral,500-999,1500-2999,M,OccasionDriven,StickTo1-2,7,PhysicalStore|TV_Newspaper,FlatDiscount,9,8,HighPrice,0
ZF0082,35-44,South,Metro,Salaried_Govt,30k-60k,Graduate,Married_with_kids,Bimonthly,<1mo,3390,1,D2C_Brand,Diwali,OnceOrTwice,SelfOnly,BeddingSet|Kurti,Cotton,Black|Red,Embroidery|Solid|Floral,1000-1999,1500-2999,XL,TraditionallyRooted,SwitchByPrice,6,Instagram,LoyaltyPoints,6,6,HighPrice,0
ZF0083,45-55,West,Tier3,Salaried_Pvt,30k-60k,PostGrad,Single,Monthly,3-6mo,3109,2-3,Amazon,Diwali,OnceOrTwice,Rarely,CoordSet|NightSuit,CottonBlend,Pink,BlockPrint|Floral|Solid,2000-3999,1500-2999,M,EthnicComfort,ExperimentsFreely,4,Instagram|WordOfMouth|WhatsApp,LoyaltyPoints,8,1,DifficultReturn,1
ZF0084,35-44,South,Metro,Salaried_Pvt,60k-1L,Graduate,Single,Weekly,<1mo,2318,4-5,Myntra|Instagram_Seller|Amazon,NewYear|Birthday,NeverReturned,Rarely,Kurti|CoordSet,Cotton,Blue|Printed,DigitalPrint|Embroidery,4000+,800-1499,S,FusionForward,ExperimentsFreely,6,YouTube|MeeshoApp,FreeShipping,7,5,SlowDelivery,1
ZF0085,18-24,North,Tier2,Salaried_Pvt,30k-60k,12th,Single,Bimonthly,<1mo,540,1,YouTube,Birthday|NoOccasion,OnceOrTwice,SelfOnly,Kurti|NightSuit|CoordSet,Georgette,White|Blue,Floral|Solid,<500,800-1499,M,EthnicComfort,ExperimentsFreely,9,Instagram|MeeshoApp|WhatsApp,Buy2Get1,4,5,HighPrice,1
ZF0086,35-44,Central,Tier2,Homemaker,15k-30k,Graduate,Married_with_kids,Quarterly,6-12mo,1250,2-3,Meesho|WhatsApp_Seller,Diwali|NoOccasion,OnceOrTwice,Occasionally,SalwarSuit|NightSuit|Kurti|Saree,CottonBlend|Rayon,Yellow,Checks|Floral|TieDye,<500,800-1499,M,OccasionDriven,StickTo1-2,7,MeeshoApp|TV_Newspaper,FlatDiscount,8,7,HighPrice,0
ZF0087,35-44,East,Tier2,Homemaker,>1L,12th,Single,Monthly,1-3mo,2268,2-3,Meesho|LocalStore|Myntra,Birthday|Holi,NeverReturned,Frequently,Kurti|Saree,CottonBlend,Orange|Printed|White,Floral|TieDye|Embroidery,<500,800-1499,L,TraditionallyRooted,NoBrandPreference,8,WhatsApp|WordOfMouth|TV_Newspaper,Buy2Get1,9,3,LimitedDesign,1
ZF0088,25-34,NorthEast,Tier3,Salaried_Govt,30k-60k,12th,Married_with_kids,Monthly,6-12mo,4189,2-3,Amazon|Myntra|Meesho,Diwali,NeverReturned,Frequently,CoordSet|Kurti|IndoWestern|SalwarSuit,CottonBlend,Beige|Green,Solid|Floral,1000-1999,5000+,XXL,FusionForward,SwitchByPrice,7,WhatsApp,LoyaltyPoints,4,7,DifficultReturn,0
ZF0089,35-44,North,Tier2,Salaried_Pvt,15k-30k,PostGrad,Married,Monthly,3-6mo,4371,1,D2C_Brand|Amazon,Wedding|Birthday|NoOccasion,MultipleReturns,Frequently,CoordSet|NightSuit,Linen|Rayon,Orange|Red,Geometric|Floral,500-999,1500-2999,S,FusionForward,ExperimentsFreely,9,Instagram|YouTube,LoyaltyPoints,8,3,SlowDelivery,2
ZF0090,35-44,West,Tier2,Salaried_Pvt,30k-60k,12th,Single,OccasionOnly,3-6mo,4866,4-5,Myntra|D2C_Brand,NoOccasion|Diwali,NeverReturned,Occasionally,Kurti|NightSuit|IndoWestern,Cotton,White,Solid|DigitalPrint,<500,1500-2999,S,TraditionallyRooted,StickTo1-2,9,MeeshoApp|Instagram,FlatDiscount,10,3,HighPrice,2
ZF0091,25-34,East,Tier2,Business,30k-60k,12th,Married,Monthly,1-3mo,1453,2-3,LocalStore,Holi|NoOccasion,MultipleReturns,SelfOnly,Kurti|SalwarSuit|NightSuit,Rayon|CottonBlend,Orange|Yellow,Floral,500-999,<800,M,HomeFirst,StickTo1-2,10,MeeshoApp|WordOfMouth|Instagram,FestivalSale,5,7,SizingIssue,0
ZF0092,45-55,South,Tier3,Homemaker,<15k,12th,Married_with_kids,Monthly,3-6mo,200,1,LocalStore,Eid|Diwali,NeverReturned,Frequently,Saree|Dupatta|SalwarSuit|NightSuit,Polyester,Red|White|Yellow,Floral,<500,800-1499,M,TraditionallyRooted,StickTo1-2,9,WordOfMouth|PhysicalStore,BundleCombo,3,2,LimitedDesign,1
ZF0093,18-24,West,Tier2,Freelancer,60k-1L,PostGrad,Married,Bimonthly,<1mo,5837,4-5,Myntra|D2C_Brand,NoOccasion|Birthday|NewYear,OnceOrTwice,Occasionally,Dupatta|NightSuit|IndoWestern|SalwarSuit|CoordSet,Silk|Cotton,White|Blue,Solid|Geometric,2000-3999,3000-5000,L,TraditionallyRooted,StickTo1-2,7,MeeshoApp|Instagram|WhatsApp,FreeShipping,6,5,FabricQuality,1
ZF0094,35-44,North,Rural,Salaried_Govt,>1L,Graduate,Married_with_kids,Bimonthly,<1mo,13973,2-3,WhatsApp_Seller,Eid,NeverReturned,Occasionally,Kurti|NightSuit|SalwarSuit|BeddingSet|Saree,Rayon,Pink|Beige,Floral|TieDye|Geometric,1000-1999,1500-2999,XL,TraditionallyRooted,SwitchByPrice,10,Instagram|WordOfMouth,Buy2Get1,5,3,FabricQuality,2
ZF0095,Under18,Central,Metro,Student,15k-30k,Graduate,Married,Bimonthly,1-3mo,1362,2-3,Amazon|Myntra,Diwali|Wedding,MultipleReturns,Rarely,SalwarSuit|Kurti|CoordSet|IndoWestern,Georgette,White|Pink|Blue,Solid,500-999,1500-2999,M,FusionForward,ExperimentsFreely,7,YouTube|MeeshoApp|WhatsApp,FreeShipping,5,6,SlowDelivery,1
ZF0096,45-55,West,Metro,Business,60k-1L,Graduate,Single,Bimonthly,6-12mo,5223,2-3,Amazon|Myntra,NoOccasion|Diwali,OnceOrTwice,Occasionally,Kurti|IndoWestern|CoordSet|NightSuit|SalwarSuit,Rayon|Linen,White|Blue,DigitalPrint,2000-3999,800-1499,S,FusionForward,ExperimentsFreely,8,MeeshoApp|WordOfMouth|WhatsApp,Buy2Get1,5,7,HighPrice,2
ZF0097,18-24,West,Metro,Student,15k-30k,PostGrad,Single,Monthly,<1mo,620,2-3,Instagram_Seller,NoOccasion,OnceOrTwice,Frequently,IndoWestern|Kurti,Silk|Linen,Orange|Black|Pink,Floral,500-999,800-1499,L,FusionForward,NoBrandPreference,4,WhatsApp,FlatDiscount,5,5,HighPrice,2
ZF0098,45-55,West,Tier2,Homemaker,>1L,Graduate,Married_with_kids,Monthly,6-12mo,5778,4-5,Amazon|MallStore,Diwali,NeverReturned,Occasionally,TowelSet|BeddingSet|Kurti,Silk|Rayon,Beige|Pink|Green,BlockPrint|Floral,4000+,1500-2999,L,OccasionDriven,SwitchByPrice,8,Instagram|WordOfMouth,LoyaltyPoints,8,6,HighPrice,1
ZF0099,18-24,East,Tier2,Freelancer,<15k,Below10th,Other,Monthly,1-3mo,966,2-3,Instagram_Seller|Meesho|Amazon,Diwali,Unhappy_NoReturn,SelfOnly,NightSuit|IndoWestern|Dupatta|BeddingSet,Cotton,Blue|Printed,DigitalPrint,<500,800-1499,M,HomeFirst,SwitchByPrice,1,Instagram|MeeshoApp|PhysicalStore,Buy2Get1,10,6,FabricQuality,2
ZF0100,45-55,NorthEast,Rural,Business,15k-30k,12th,Married_with_kids,OccasionOnly,1-3mo,1848,2-3,LocalStore,Diwali|Birthday|Wedding,NeverReturned,Occasionally,NightSuit|Kurti,Rayon|Polyester,Green|Yellow,Checks,500-999,800-1499,XL,TraditionallyRooted,SwitchByPrice,8,WhatsApp,FreeShipping,7,3,SlowDelivery,2
ZF0101,35-44,West,Tier2,Homemaker,15k-30k,Graduate,Married_with_kids,Quarterly,6-12mo,1730,2-3,WhatsApp_Seller,Holi,Unhappy_NoReturn,Occasionally,NightSuit|Kurti|SalwarSuit|BeddingSet,Rayon|Cotton,Red|Pink,Geometric,<500,800-1499,M,OccasionDriven,SwitchByPrice,6,WhatsApp,BundleCombo,6,3,SizingIssue,0
ZF0102,35-44,West,Tier2,Salaried_Pvt,15k-30k,Below10th,Other,OccasionOnly,6-12mo,7000,6+,MallStore,NewYear|Wedding,Unhappy_NoReturn,Frequently,Kurti|BeddingSet,CottonBlend,Blue,Embroidery|Solid|Floral,4000+,1500-2999,XL,HomeFirst,NoBrandPreference,7,WordOfMouth|Instagram,FestivalSale,3,5,FabricQuality,1
ZF0103,18-24,South,Tier2,Salaried_Pvt,60k-1L,Graduate,Married_with_kids,Monthly,1-3mo,3875,4-5,MallStore|Myntra,NoOccasion,OnceOrTwice,Occasionally,Kurti|SalwarSuit|NightSuit|IndoWestern,Linen|Cotton,Pink|Yellow,Geometric,2000-3999,3000-5000,M,OccasionDriven,ExperimentsFreely,7,YouTube,FlatDiscount,6,5,SizingIssue,2
ZF0104,35-44,South,Tier2,Salaried_Pvt,30k-60k,Graduate,Married_with_kids,Quarterly,3-6mo,3010,4-5,MallStore,Wedding|Diwali,Unhappy_NoReturn,Occasionally,Kurti|IndoWestern|CoordSet|NightSuit|SalwarSuit,Cotton,Beige|Blue,Floral|DigitalPrint|BlockPrint,500-999,800-1499,M,EthnicComfort,StickTo1-2,8,Instagram|YouTube,FreeShipping,9,3,DifficultReturn,1
ZF0105,35-44,West,Rural,Salaried_Govt,15k-30k,Below10th,Married,Monthly,6-12mo,804,2-3,LocalStore|WordOfMouth,Diwali,OnceOrTwice,Frequently,BeddingSet|SalwarSuit,Cotton|Silk,Pink|Green|White,TieDye|Embroidery|BlockPrint,1000-1999,800-1499,M,TraditionallyRooted,StickTo1-2,10,WordOfMouth,Buy2Get1,5,5,LessTraditional,1
ZF0106,25-34,East,Rural,Salaried_Govt,30k-60k,Graduate,Married_with_kids,Quarterly,<1mo,2259,4-5,Meesho,Diwali|Eid,NeverReturned,Rarely,BeddingSet|SalwarSuit|Kurti,Cotton|CottonBlend,Pink|Orange,BlockPrint,4000+,1500-2999,XL,HomeFirst,NoBrandPreference,8,PhysicalStore|WordOfMouth,Buy2Get1,5,7,SlowDelivery,1
ZF0107,45-55,East,Tier3,Business,<15k,12th,Married_with_kids,Quarterly,<1mo,860,4-5,LocalStore|WhatsApp_Seller,Diwali,OnceOrTwice,Rarely,NightSuit|Saree|Dupatta|SalwarSuit,Cotton,White,BlockPrint|Embroidery,<500,5000+,XXL,TraditionallyRooted,NoBrandPreference,10,WordOfMouth,FlatDiscount,5,2,LessTraditional,1
ZF0108,25-34,West,Metro,Freelancer,30k-60k,Below10th,Single,Monthly,1-3mo,1545,1,Myntra|Amazon,Wedding,OnceOrTwice,Occasionally,Kurti|CoordSet|IndoWestern|SalwarSuit|Dupatta,Cotton,Red|Blue,Geometric|DigitalPrint,2000-3999,1500-2999,XS,TraditionallyRooted,SwitchByPrice,5,Instagram|MeeshoApp|WhatsApp,LoyaltyPoints,6,6,SlowDelivery,1
ZF0109,25-34,North,Tier3,Freelancer,<15k,Graduate,Single,Bimonthly,1-3mo,1803,4-5,Meesho|Myntra|Instagram_Seller,Wedding,OnceOrTwice,SelfOnly,Kurti|IndoWestern|CoordSet,Cotton,Black|Yellow,Floral,<500,1500-2999,S,FusionForward,StickTo1-2,2,MeeshoApp,FlatDiscount,9,9,SlowDelivery,0
ZF0110,45-55,East,Tier3,Homemaker,15k-30k,12th,Married_with_kids,Monthly,1-3mo,848,6+,Amazon|Meesho,Holi,Unhappy_NoReturn,Rarely,Kurti|NightSuit|Saree|SalwarSuit,CottonBlend|Cotton,Beige|Blue,Solid,1000-1999,<800,L,TraditionallyRooted,StickTo1-2,9,PhysicalStore|MeeshoApp|Instagram,Buy2Get1,10,8,HighPrice,2
ZF0111,25-34,South,Tier2,Business,<15k,PostGrad,Married,OccasionOnly,1-3mo,1364,2-3,MallStore,Birthday|NewYear|Wedding,OnceOrTwice,Occasionally,Kurti|SalwarSuit,Silk|Georgette,White|Pink,Solid,1000-1999,<800,M,EthnicComfort,StickTo1-2,6,MeeshoApp,FestivalSale,5,3,DifficultReturn,2
ZF0112,55+,East,Tier3,Business,15k-30k,Graduate,Married_with_kids,Weekly,1-3mo,1561,4-5,Amazon,Birthday,OnceOrTwice,SelfOnly,IndoWestern|Kurti|NightSuit,Rayon,Printed|Yellow,TieDye,1000-1999,<800,XL,TraditionallyRooted,NoBrandPreference,7,WordOfMouth|PhysicalStore,FlatDiscount,9,1,HighPrice,2
ZF0113,35-44,NorthEast,Tier3,Homemaker,60k-1L,Graduate,Married_with_kids,Monthly,<1mo,638,6+,Amazon|Myntra|WhatsApp_Seller,Wedding|Diwali,NeverReturned,Frequently,SalwarSuit|BeddingSet|Kurti|NightSuit|Dupatta,Cotton|Rayon,Beige,Embroidery|Floral|BlockPrint,1000-1999,<800,M,TraditionallyRooted,ExperimentsFreely,8,MeeshoApp,FlatDiscount,9,4,SizingIssue,2
ZF0114,18-24,West,Metro,Salaried_Govt,60k-1L,PostGrad,Single,Monthly,3-6mo,18972,2-3,Instagram_Seller,NoOccasion|Wedding,OnceOrTwice,Frequently,IndoWestern|Dupatta|Kurti|SalwarSuit,Cotton,White|Yellow,Solid|DigitalPrint,1000-1999,1500-2999,M,HomeFirst,SwitchByPrice,7,WordOfMouth,BundleCombo,2,4,SizingIssue,1
ZF0115,18-24,North,Metro,Student,<15k,Graduate,Single,Quarterly,1-3mo,1383,4-5,Instagram_Seller|Myntra,Diwali|NoOccasion,NeverReturned,Occasionally,IndoWestern|Saree|NightSuit,CottonBlend|Rayon,Printed,DigitalPrint,1000-1999,<800,XXL,EthnicComfort,StickTo1-2,1,YouTube,BundleCombo,6,4,SlowDelivery,2
ZF0116,55+,Central,Tier3,Homemaker,15k-30k,PostGrad,Married,Bimonthly,>1yr,376,6+,LocalStore,Birthday|Wedding,NeverReturned,Rarely,Saree,CottonBlend,Printed|Blue,Embroidery|TieDye,500-999,800-1499,XS,TraditionallyRooted,NoBrandPreference,8,PhysicalStore,FestivalSale,5,6,LimitedDesign,0
ZF0117,45-55,North,Metro,Business,<15k,Below10th,Married,OccasionOnly,1-3mo,750,1,LocalStore,Holi,MultipleReturns,Occasionally,SalwarSuit|Dupatta|NightSuit|Saree,Cotton,Red|Orange|Green,BlockPrint,<500,<800,L,OccasionDriven,SwitchByPrice,8,WordOfMouth|WhatsApp,LoyaltyPoints,3,2,LessTraditional,0
ZF0118,55+,South,Tier3,Salaried_Govt,<15k,Below10th,Married_with_kids,Quarterly,3-6mo,1452,1,WhatsApp_Seller|Meesho|LocalStore,Diwali,Unhappy_NoReturn,SelfOnly,Kurti|SalwarSuit,Cotton,Green|Pink|Orange,Geometric|Solid|Floral,500-999,1500-2999,L,TraditionallyRooted,SwitchByPrice,9,WordOfMouth|WhatsApp,FestivalSale,3,6,DifficultReturn,0
ZF0119,35-44,West,Metro,Business,>1L,Graduate,Single,Bimonthly,3-6mo,2818,2-3,Amazon|Myntra|D2C_Brand,NoOccasion,MultipleReturns,Rarely,IndoWestern|SalwarSuit|Kurti|NightSuit|CoordSet,Georgette,Blue|Black|Yellow,Floral|TieDye|Geometric,2000-3999,<800,XXL,FusionForward,StickTo1-2,2,YouTube|MeeshoApp|PhysicalStore,FestivalSale,6,4,SizingIssue,1
ZF0120,35-44,North,Metro,Salaried_Pvt,15k-30k,Graduate,Married,Weekly,1-3mo,4209,2-3,D2C_Brand|Myntra,NoOccasion|Birthday,OnceOrTwice,Rarely,Kurti|SalwarSuit,Silk,Green|Blue,Floral|Solid,2000-3999,1500-2999,M,FusionForward,StickTo1-2,6,Instagram,FlatDiscount,5,7,LimitedDesign,1
ZF0121,Under18,Central,Metro,Homemaker,<15k,Below10th,Single,Monthly,<1mo,326,2-3,Amazon,NoOccasion|Birthday|Holi,MultipleReturns,Rarely,NightSuit|Dupatta|BeddingSet|IndoWestern,Silk|Rayon,Black|Red,Checks|Floral|Geometric,<500,1500-2999,XL,FusionForward,ExperimentsFreely,9,Instagram|TV_Newspaper,FlatDiscount,4,9,DifficultReturn,2
ZF0122,25-34,East,Tier3,Salaried_Govt,30k-60k,PostGrad,Single,Monthly,>1yr,3166,2-3,Amazon|D2C_Brand,NoOccasion,OnceOrTwice,Rarely,Kurti|SalwarSuit|CoordSet|NightSuit,Rayon,Black|Printed,Floral,4000+,3000-5000,M,EthnicComfort,SwitchByPrice,4,WhatsApp|MeeshoApp|Instagram,FlatDiscount,4,6,SizingIssue,1
ZF0123,45-55,North,Rural,Homemaker,<15k,Below10th,Single,OccasionOnly,6-12mo,979,1,WhatsApp_Seller,Diwali|NoOccasion,NeverReturned,Rarely,TowelSet|NightSuit|Saree,Silk|Polyester,Red|Pink|Printed,BlockPrint|Floral|TieDye,500-999,800-1499,M,FusionForward,SwitchByPrice,8,PhysicalStore,Buy2Get1,6,2,SizingIssue,1
ZF0124,45-55,East,Rural,Homemaker,<15k,12th,Married_with_kids,OccasionOnly,3-6mo,200,6+,WordOfMouth|LocalStore,Wedding|Holi,NeverReturned,Occasionally,SalwarSuit|Saree|BeddingSet|NightSuit,Silk,Orange|Green,Floral,1000-1999,<800,L,TraditionallyRooted,ExperimentsFreely,9,WordOfMouth|WhatsApp,Buy2Get1,6,6,DifficultReturn,2
ZF0125,25-34,East,Metro,Homemaker,<15k,Below10th,Married,Quarterly,1-3mo,1523,2-3,Meesho,Diwali|Birthday|Wedding,MultipleReturns,Frequently,CoordSet|Kurti|Dupatta,Cotton,Printed|Orange|Red,TieDye|Floral,2000-3999,<800,M,FusionForward,NoBrandPreference,8,TV_Newspaper|WordOfMouth|WhatsApp,FlatDiscount,5,8,HighPrice,1
ZF0126,45-55,North,Tier2,Salaried_Govt,15k-30k,PostGrad,Single,Quarterly,1-3mo,1239,4-5,Amazon|D2C_Brand,NewYear,OnceOrTwice,Occasionally,BeddingSet|Saree|Kurti,Silk,Printed,Embroidery|Floral,2000-3999,3000-5000,XXL,HomeFirst,SwitchByPrice,6,YouTube|PhysicalStore,FreeShipping,1,5,DifficultReturn,0
ZF0127,18-24,South,Metro,Student,15k-30k,12th,Married_with_kids,Bimonthly,6-12mo,452,1,Instagram_Seller|Myntra,NewYear|Diwali,OnceOrTwice,Occasionally,NightSuit|IndoWestern|CoordSet|BeddingSet,Rayon,Orange|Printed,Embroidery|DigitalPrint|Checks,2000-3999,<800,S,OccasionDriven,NoBrandPreference,7,PhysicalStore|Instagram,FreeShipping,7,6,HighPrice,1
ZF0128,18-24,NorthEast,Rural,Student,15k-30k,Graduate,Single,Weekly,6-12mo,1251,2-3,Meesho|Myntra|Instagram_Seller,Birthday|Wedding,MultipleReturns,Occasionally,SalwarSuit|IndoWestern|Dupatta,Cotton,Black|Printed,Floral|Embroidery|TieDye,2000-3999,3000-5000,M,FusionForward,ExperimentsFreely,5,YouTube|Instagram,Buy2Get1,10,6,LimitedDesign,1
ZF0129,18-24,North,Metro,Student,<15k,12th,Single,Weekly,6-12mo,1516,1,Instagram_Seller|Amazon|Myntra,Birthday,OnceOrTwice,Rarely,CoordSet|Dupatta,Rayon|CottonBlend,Printed|Blue,DigitalPrint|Floral|BlockPrint,500-999,1500-2999,S,TraditionallyRooted,SwitchByPrice,1,YouTube|Instagram|WordOfMouth,FlatDiscount,7,5,FabricQuality,0
ZF0130,18-24,East,Metro,Salaried_Pvt,30k-60k,PostGrad,Single,Quarterly,3-6mo,5875,4-5,D2C_Brand|Amazon,Birthday|NoOccasion|Diwali,MultipleReturns,Occasionally,Kurti|SalwarSuit|IndoWestern|NightSuit|CoordSet,Rayon,Beige|Printed|Blue,DigitalPrint,500-999,1500-2999,L,FusionForward,ExperimentsFreely,2,Instagram|YouTube|MeeshoApp,FestivalSale,4,6,DifficultReturn,1
ZF0131,18-24,West,Tier2,Student,60k-1L,12th,Single,Monthly,<1mo,1453,2-3,Amazon|Instagram_Seller|Myntra,NoOccasion|Diwali|Birthday,OnceOrTwice,Rarely,IndoWestern|Kurti,Rayon,Orange|Pink|Blue,BlockPrint|Embroidery|Geometric,1000-1999,5000+,S,EthnicComfort,ExperimentsFreely,5,WhatsApp,FestivalSale,4,2,DifficultReturn,1
ZF0132,45-55,Central,Tier2,Homemaker,<15k,PostGrad,Married_with_kids,Monthly,3-6mo,1222,2-3,Meesho,Birthday|Holi,NeverReturned,Rarely,Kurti|IndoWestern|SalwarSuit|NightSuit,Cotton|Polyester,Yellow|Orange,Floral,500-999,<800,L,FusionForward,SwitchByPrice,6,MeeshoApp,Buy2Get1,7,3,HighPrice,1
ZF0133,35-44,South,Metro,Business,>1L,PostGrad,Married,Bimonthly,1-3mo,6889,2-3,D2C_Brand|MallStore,Wedding,NeverReturned,Frequently,SalwarSuit|BeddingSet|NightSuit|Kurti,Linen|Georgette,Black|Green,Floral,2000-3999,1500-2999,XXL,TraditionallyRooted,StickTo1-2,6,PhysicalStore,FlatDiscount,6,3,HighPrice,2
ZF0134,45-55,Central,Tier3,Salaried_Govt,15k-30k,Graduate,Other,Monthly,6-12mo,1214,1,Myntra|Meesho|WhatsApp_Seller,Diwali,NeverReturned,SelfOnly,Kurti|TowelSet|Saree|NightSuit,Cotton,Green|Pink,Embroidery|Floral,500-999,<800,M,EthnicComfort,ExperimentsFreely,7,MeeshoApp|Instagram|WhatsApp,FestivalSale,8,9,LimitedDesign,1
ZF0135,35-44,Central,Tier3,Homemaker,30k-60k,Below10th,Married,OccasionOnly,6-12mo,2269,1,WhatsApp_Seller|Meesho,Diwali|NoOccasion|Holi,NeverReturned,SelfOnly,Kurti|SalwarSuit|BeddingSet|Dupatta|Saree,Rayon|CottonBlend,Red|Yellow,Floral,1000-1999,<800,L,EthnicComfort,StickTo1-2,9,WhatsApp,FestivalSale,3,3,FabricQuality,1
